"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Assumed Internal","Internal Marks","End Sem"
"15106107227","51505","","","4","4","1","4","4","17","25","43"
"15106107228","51505","","","4","4","2","4","4","18","27","35"
"15106107229","51505","","","4","3","4","4","4","19","29","53"
"15106107230","51505","","","4","4","4","2","4","18","27","46"
"15106107231","51505","","","4","2","3","2","3","14","22","36"
"15106107233","51505","","","4","4","4","4","4","20","30","51"
"15106107234","51505","","","4","4","4","4","4","20","30","50"
"15106107235","51505","","","4","4","3","4","4","19","28","44"
"15106107236","51505","","","4","4","3","4","4","19","29","42"
"15106107237","51505","","","3","4","4","4","4","19","29","49"
"15106107238","51505","","","4","4","4","4","4","20","30","45"
"15106107239","51505","","","4","4","3","3","4","18","27","44"
"15106107240","51505","","","2","4","4","4","4","18","26","46"
"15106107241","51505","","","4","4","4","3","4","19","28","36"
"15106107242","51505","","","4","4","3","4","4","19","28","42"
"15106107244","51505","","","3","4","4","4","4","19","28","41"
"15106107245","51505","","","4","4","3","4","4","19","28","49"
"15106107246","51505","","","4","4","4","4","4","20","30","49"
"15106107247","51505","","","4","4","4","3","4","19","28","35"
"15106107248","51505","","","4","4","4","4","3","19","28","49"
"15106107249","51505","","","4","4","4","4","4","20","30","47"
"15106107250","51505","","","4","4","4","4","4","20","30","47"
"15106107253","51505","","","4","4","4","4","3","19","28","42"
"15106107254","51505","","","4","4","4","3","4","19","29","44"
"15106107255","51505","","","4","2","4","4","4","18","27","39"
"15106107256","51505","","","4","4","4","3","4","19","29","44"
"15106107257","51505","","","3","4","4","3","1","15","23","32"
"15106107259","51505","","","3","4","4","2","4","17","25","41"
"15106107260","51505","","","4","4","4","4","4","20","30","39"
"15106107262","51505","","","4","4","3","4","3","18","27","32"
"15106107263","51505","","","4","2","4","4","4","18","27","30"
"15106107264","51505","","","4","4","4","4","4","20","30","50"
"15106107265","51505","","","4","4","1","4","4","17","25","35"
"15106107266","51505","","","4","4","4","4","4","20","30","41"
"15106107267","51505","","","4","4","4","4","3","19","29","33"
