"14106107182","051505P","4","5","7","25"
"14106107184","051505P","5","5","8","25"
"14106107185","051505P","4","5","7","24"
"14106107186","051505P","5","4","7","27"
"14106107187","051505P","4","4","8","24"
"14106107188","051505P","5","4","8","26"
"14106107189","051505P","4","5","7","26"
"14106107192","051505P","4","4","8","27"
"14106107197","051505P","4","4","8","24"
"14106107198","051505P","5","4","7","26"
"14106107201","051505P","4","5","7","24"
"14106107202","051505P","4","5","8","25"
"14106107203","051505P","4","5","8","28"
"14106107204","051505P","5","4","7","25"
"14106107205","051505P","5","4","7","26"
"14106107206","051505P","5","4","8","24"
"14106107207","051505P","4","5","7","25"
"14106107209","051505P","4","4","8","25"
"14106107211","051505P","4","5","7","28"
"14106107263","051505P","4","5","7","28"
"14106107264","051505P","4","5","7","24"
"14106107265","051505P","5","4","8","25"
"14106107266","051505P","4","5","8","26"
"14106107267","051505P","5","5","8","27"
"14106107268","051505P","4","4","8","26"
"14106107269","051505P","5","4","7","25"
"14106107317","051505P","4","4","8","26"
"14106107270","051505P","4","5","7","25"
"14106107316","051505P","4","5","8","25"
"14106107318","051505P","5","4","7","26"
