"15106107251","061726P","4","4","5","23"
"16106107001","061726P","4","4","7","26"
"16106107003","061726P","5","5","8","28"
"16106107004","061726P","5","5","8","28"
"16106107005","061726P","4","4","6","23"
"16106107006","061726P","5","4","7","28"
"16106107007","061726P","5","5","9","28"
"16106107008","061726P","4","4","5","23"
"16106107009","061726P","4","4","5","24"
"16106107010","061726P","5","5","8","27"
"16106107011","061726P","4","4","8","24"
"16106107012","061726P","4","4","7","28"
"16106107013","061726P","5","4","9","28"
"16106107014","061726P","5","4","7","24"
"16106107015","061726P","5","4","7","24"
"16106107016","061726P","4","4","6","23"
"16106107017","061726P","4","4","6","27"
"16106107018","061726P","4","4","6","23"
"16106107019","061726P","4","4","6","23"
"16106107020","061726P","5","4","8","25"
"16106107022","061726P","5","5","8","27"
"16106107023","061726P","5","4","7","25"
"16106107024","061726P","4","4","6","23"
"16106107025","061726P","4","4","5","27"
"16106107026","061726P","5","4","7","25"
"16106107027","061726P","4","4","6","23"
"16106107028","061726P","5","5","7","29"
"16106107029","061726P","4","4","6","23"
"16106107030","061726P","5","5","8","28"
"16106107031","061726P","5","4","7","25"
"16106107032","061726P","4","4","8","28"
"16106107033","061726P","5","4","8","29"
"16106107034","061726P","5","5","8","27"
"16106107036","061726P","5","5","8","29"
"16106107037","061726P","4","4","8","25"
"16106107039","061726P","5","4","7","25"
"17106107901","061726P","4","4","6","27"
"17106107902","061726P","4","4","6","24"
"17106107903","061726P","4","4","7","24"
