"15106107251","061603P","4","4","8","24"
"16106107001","061603P","4","4","8","26"
"16106107003","061603P","4","4","8","27"
"16106107004","061603P","5","5","9","29"
"16106107005","061603P","4","4","7","22"
"16106107006","061603P","5","5","8","29"
"16106107007","061603P","4","5","10","29"
"16106107008","061603P","4","4","7","23"
"16106107009","061603P","4","4","6","21"
"16106107010","061603P","5","5","7","25"
"16106107011","061603P","4","4","6","23"
"16106107012","061603P","4","4","8","24"
"16106107013","061603P","4","5","9","28"
"16106107014","061603P","4","4","7","23"
"16106107015","061603P","4","4","8","24"
"16106107016","061603P","4","4","6","23"
"16106107017","061603P","4","5","7","24"
"16106107018","061603P","4","4","6","22"
"16106107019","061603P","4","4","7","22"
"16106107020","061603P","4","5","9","28"
"16106107022","061603P","4","4","7","26"
"16106107023","061603P","4","4","7","26"
"16106107024","061603P","4","4","8","21"
"16106107025","061603P","4","4","6","22"
"16106107026","061603P","4","4","7","27"
"16106107027","061603P","4","4","8","24"
"16106107028","061603P","5","5","9","29"
"16106107029","061603P","4","4","6","21"
"16106107030","061603P","4","5","8","30"
"16106107031","061603P","4","5","8","23"
"16106107032","061603P","4","5","7","25"
"16106107033","061603P","5","5","8","27"
"16106107034","061603P","4","4","7","26"
"16106107036","061603P","4","5","9","30"
"16106107037","061603P","4","4","7","23"
"16106107039","061603P","4","5","9","29"
"17106107901","061603P","4","5","8","24"
"17106107902","061603P","4","4","8","26"
"17106107903","061603P","4","4","7","23"
