"14106107191","241301","4","5","15","54.00"
"15106107227","241301","4","5","16","48.00"
"15106107228","241301","4","5","15","58.00"
"15106107229","241301","4","5","13","52.00"
"15106107230","241301","4","5","13","45.00"
"15106107231","241301","4","5","16","58.00"
"15106107233","241301","4","5","17","61.00"
"15106107234","241301","4","5","20","48.00"
"15106107235","241301","4","5","15","51.00"
"15106107236","241301","5","5","15","37.00"
"15106107237","241301","4","5","16","49.00"
"15106107238","241301","4","5","17","43.00"
"15106107239","241301","4","5","14","47.00"
"15106107240","241301","5","4","15","61.00"
"15106107241","241301","4","5","14","50.00"
"15106107242","241301","4","5","14","49.00"
"15106107244","241301","4","5","11","48.00"
"15106107245","241301","5","5","17","49.00"
"15106107246","241301","4","5","13","44.00"
"15106107247","241301","4","4","16","47.00"
"15106107248","241301","5","5","16","39.00"
"15106107249","241301","4","4","15","47.00"
"15106107250","241301","4","5","16","39.00"
"15106107253","241301","4","5","16","38.00"
"15106107254","241301","4","5","14","47.00"
"15106107255","241301","4","5","14","47.00"
"15106107256","241301","4","5","15","35.00"
"15106107257","241301","4","4","13","49.00"
"15106107259","241301","4","5","16","44.00"
"15106107260","241301","4","5","15","47.00"
"15106107262","241301","4","5","12","45.00"
"15106107263","241301","4","5","14","44.00"
"15106107264","241301","4","5","16","44.00"
"15106107265","241301","4","5","14","48.00"
"15106107266","241301","4","5","18","49.00"
"15106107267","241301","5","5","13","47.00"
