FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO1,1.47,2.52,1.57
FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO2,1.51,2.52,1.61
FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO3,1.44,2.52,1.55
FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO4,1.44,2.52,1.55
FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO5,1.46,2.52,1.56
FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO6,1.67,2.52,1.76
OBJECT ORIENTED PROGRAMMING,51301,CO1,1.44,2.43,1.54
OBJECT ORIENTED PROGRAMMING,51301,CO2,1.46,2.43,1.55
OBJECT ORIENTED PROGRAMMING,51301,CO3,1.47,2.43,1.57
OBJECT ORIENTED PROGRAMMING,51301,CO4,1.49,2.43,1.58
OBJECT ORIENTED PROGRAMMING,51301,CO5,1.47,2.43,1.56
OBJECT ORIENTED PROGRAMMING,51301,CO6,1.72,2.43,1.79
DISCRETE MATHEMATICAL STRUCTURE,211405,CO1,1.82,2.46,1.88
DISCRETE MATHEMATICAL STRUCTURE,211405,CO2,1.86,2.46,1.92
DISCRETE MATHEMATICAL STRUCTURE,211405,CO3,1.8,2.46,1.86
DISCRETE MATHEMATICAL STRUCTURE,211405,CO4,1.83,2.46,1.9
DISCRETE MATHEMATICAL STRUCTURE,211405,CO5,1.78,2.46,1.85
DISCRETE MATHEMATICAL STRUCTURE,211405,CO6,1.86,2.46,1.92
DATA STRUCTURES,51403,CO1,1.3,2.43,1.42
DATA STRUCTURES,51403,CO2,1.26,2.43,1.38
DATA STRUCTURES,51403,CO3,1.28,2.43,1.39
DATA STRUCTURES,51403,CO4,1.35,2.43,1.45
DATA STRUCTURES,51403,CO5,1.3,2.43,1.41
DATA STRUCTURES,51403,CO6,1.6,2.43,1.68
COMPUTE ARCHITECTURE,51402,CO1,1.67,2.49,1.75
COMPUTE ARCHITECTURE,51402,CO2,1.68,2.49,1.76
COMPUTE ARCHITECTURE,51402,CO3,1.68,2.49,1.76
COMPUTE ARCHITECTURE,51402,CO4,1.67,2.49,1.75
COMPUTE ARCHITECTURE,51402,CO5,1.67,2.49,1.75
COMPUTE ARCHITECTURE,51402,CO6,1.8,2.49,1.87
