"14106107191","221201P","5","3","8","27.00"
"15106107227","221201P","4","4","9","28.00"
"15106107228","221201P","4","4","7","28.00"
"15106107229","221201P","4","4","8","29.00"
"15106107230","221201P","4","4","8","29.00"
"15106107231","221201P","5","3","8","28.00"
"15106107232","221201P","4","5","8","28.00"
"15106107233","221201P","3","5","8","29.00"
"15106107234","221201P","4","4","8","29.00"
"15106107235","221201P","4","4","7","27.00"
"15106107236","221201P","4","4","8","29.00"
"15106107237","221201P","4","4","8","28.00"
"15106107238","221201P","3","5","8","28.00"
"15106107239","221201P","4","5","8","28.00"
"15106107240","221201P","5","4","7","27.00"
"15106107241","221201P","4","4","9","27.00"
"15106107242","221201P","4","5","8","28.00"
"15106107243","221201P","4","4","8","28.00"
"15106107244","221201P","5","3","8","27.00"
"15106107245","221201P","3","4","9","26.00"
"15106107246","221201P","5","3","8","29.00"
"15106107247","221201P","4","5","8","26.00"
"15106107248","221201P","4","4","8","28.00"
"15106107249","221201P","5","4","7","28.00"
"15106107250","221201P","4","4","8","29.00"
"15106107253","221201P","5","3","9","29.00"
"15106107254","221201P","3","5","8","28.00"
"15106107255","221201P","4","4","8","29.00"
"15106107256","221201P","5","4","8","27.00"
"15106107257","221201P","4","4","7","28.00"
"15106107258","221201P","5","3","8","29.00"
"15106107259","221201P","4","5","9","27.00"
"15106107260","221201P","4","4","8","27.00"
"15106107262","221201P","5","4","7","28.00"
"15106107263","221201P","5","4","8","26.00"
"15106107264","221201P","4","5","7","29.00"
"15106107265","221201P","4","5","8","27.00"
"15106107266","221201P","4","4","9","28.00"
"15106107267","221201P","4","4","9","29.00"
